"trip_id","driver_id","customer_id","trip_date","distance_km","fare_amaount","rating","vehicle_type","pickup_location"
2214,6,1797,"2025-06-22",3.63,74.42,2,"Mini","Agra"
2215,191,1048,"2025-09-23",18.29,539.45,1,"Sedan","Prayagraj"
2216,5,1962,"2025-01-22",6.89,183.99,2,"Sedan","Noida"
2217,102,1906,"2025-11-08",35.63,727.56,1,"Sedan","Agra"
2218,83,1963,"2025-04-19",7.85,171.4,1,"SUV","Lucknow"
2219,14,1838,"2025-08-09",11.65,234.26,5,"SUV","Agra"
2220,125,1435,"2025-10-15",23.74,528.95,2,"SUV","Noida"
2221,11,1119,"2025-05-04",33.59,650.17,3,"Sedan","Noida"
2222,88,1306,"2025-05-02",39.44,1053.19,4,"SUV","Agra"
2223,96,1630,"2025-03-05",3.75,69.4,1,"Sedan","Prayagraj"
2224,5,1621,"2025-01-25",16.08,407.9,5,"Hatchback","Noida"
2225,75,1293,"2025-10-21",24.07,384.46,2,"Sedan","Prayagraj"
2226,150,1827,"2025-03-26",39.82,1189.76,4,"Mini","Noida"
2227,200,1673,"2025-06-01",23.76,490.36,5,"Mini","Kanpur"
2228,138,1803,"2025-07-07",35.79,695.51,5,"Mini","Prayagraj"
2229,85,1579,"2025-02-22",38.17,714.66,3,"Sedan","Noida"
2230,50,1977,"2025-03-31",35.72,840.93,2,"Sedan","Lucknow"
2231,58,1302,"2025-03-14",33.89,918.63,4,"Mini","Noida"
2232,105,1638,"2025-12-25",23.27,676.29,1,"Mini","Lucknow"
2233,196,1428,"2025-01-16",17.12,287.03,4,"SUV","Prayagraj"
2234,186,1234,"2025-09-24",10.2,238.93,5,"SUV","Delhi"
2235,93,1666,"2025-05-05",27.47,660.27,5,"SUV","Prayagraj"
2236,73,1848,"2025-01-02",36.09,951.16,3,"Mini","Prayagraj"
2237,178,1580,"2025-11-09",6.48,111.05,4,"Hatchback","Kanpur"
2238,38,1416,"2025-10-30",22.87,634.29,3,"SUV","Agra"
2239,141,1392,"2025-10-21",27.11,444.67,4,"Hatchback","Agra"
2240,56,1016,"2025-10-15",25.95,748.71,4,"Mini","Kanpur"
2241,38,1785,"2025-04-08",27.54,696.35,5,"Hatchback","Noida"
2242,31,1258,"2025-04-09",14.8,427.09,3,"Mini","Noida"
2243,198,1319,"2025-09-18",7.66,182.42,3,"Sedan","Kanpur"
2244,193,1230,"2025-01-01",33.64,587.48,1,"Mini","Noida"
2245,17,1057,"2025-03-01",16.85,476.49,4,"SUV","Kanpur"
2246,157,1343,"2025-01-14",5.09,91.11,1,"Sedan","Agra"
2247,72,1083,"2025-05-31",22.06,533.43,5,"Sedan","Prayagraj"
2248,199,1182,"2025-11-19",14.21,309.74,5,"SUV","Noida"
2249,161,1148,"2025-01-26",38.08,937.95,3,"SUV","Prayagraj"
2250,127,1452,"2025-08-15",12.63,192.64,5,"Hatchback","Agra"
2251,115,1907,"2025-03-13",8.17,210.09,4,"Mini","Prayagraj"
2252,5,1569,"2025-02-17",6.94,118.38,4,"Mini","Agra"
2253,145,1717,"2025-11-05",37.08,1102.38,1,"Hatchback","Kanpur"
2254,137,1270,"2025-02-04",17.1,390.9,2,"SUV","Lucknow"
2255,34,1978,"2025-06-10",19.25,314.5,3,"SUV","Lucknow"
2256,28,1479,"2025-10-06",15.1,444.17,1,"Mini","Kanpur"
2257,43,1695,"2025-02-22",9.79,293.13,1,"SUV","Kanpur"
2258,109,1244,"2025-09-20",16.43,300.39,3,"SUV","Agra"
2259,89,1386,"2025-03-04",20.84,491.86,2,"SUV","Agra"
2260,76,1315,"2025-05-16",4.82,120.59,5,"Sedan","Prayagraj"
2261,83,1049,"2025-03-14",38.53,1077.62,4,"Hatchback","Noida"
2262,111,1283,"2025-05-26",3.63,98.96,1,"SUV","Agra"
2263,27,1408,"2025-08-29",9.79,183.58,5,"Sedan","Lucknow"
2264,128,1684,"2025-09-20",36.39,950.28,2,"SUV","Kanpur"
2265,24,1900,"2025-09-09",2.53,44.08,5,"SUV","Kanpur"
2266,108,1176,"2025-10-21",25.87,489.37,5,"Hatchback","Prayagraj"
2267,176,1622,"2025-08-13",33.53,897.46,2,"Mini","Lucknow"
2268,30,1869,"2025-09-21",35.24,813.71,2,"Hatchback","Agra"
2269,193,1461,"2025-01-12",3.11,57.33,4,"Mini","Agra"
2270,117,1490,"2025-12-25",27.87,833.79,1,"Mini","Agra"
2271,200,1827,"2025-03-17",10.97,231.21,1,"Hatchback","Kanpur"
2272,169,1861,"2025-03-29",16.29,279.45,2,"SUV","Prayagraj"
2273,23,1403,"2025-12-14",15.27,383.4,3,"Sedan","Delhi"
2274,27,1704,"2025-05-16",22.48,488.02,4,"SUV","Prayagraj"
2275,45,1075,"2025-10-20",4.77,118.15,2,"Hatchback","Noida"
2276,153,1978,"2025-01-21",17.12,374.09,5,"Hatchback","Lucknow"
2277,74,1803,"2025-10-07",18.34,442.63,1,"SUV","Lucknow"
2278,85,1818,"2025-01-18",35.9,558.85,5,"SUV","Prayagraj"
2279,185,1613,"2025-12-21",33.99,730.69,3,"Hatchback","Prayagraj"
2280,87,1867,"2025-11-09",6.94,195.97,5,"Sedan","Prayagraj"
2281,161,1559,"2025-09-17",5.19,104.85,4,"Sedan","Prayagraj"
2282,46,1241,"2025-10-06",26.88,440.16,4,"Mini","Agra"
2283,169,1192,"2025-01-14",20.15,465.24,5,"Mini","Delhi"
2284,158,1066,"2025-11-18",16.46,266.16,4,"Mini","Noida"
2285,39,1878,"2025-11-16",22.22,461.45,5,"Mini","Noida"
2286,34,1328,"2025-09-22",20.89,578.29,5,"SUV","Agra"
2287,165,1545,"2025-06-12",39.78,619.48,5,"Sedan","Agra"
2288,61,1378,"2025-01-27",26.45,667.47,3,"Sedan","Prayagraj"
2289,100,1391,"2025-11-14",36.0,734.59,3,"Mini","Noida"
2290,43,1287,"2025-10-05",3.46,86.83,2,"Hatchback","Delhi"
2291,135,1403,"2025-08-24",12.2,216.41,5,"Mini","Lucknow"
2292,157,1302,"2025-04-06",7.33,200.82,2,"SUV","Prayagraj"
2293,69,1809,"2025-07-20",22.24,525.77,2,"SUV","Noida"
2294,27,1349,"2025-07-27",38.5,1110.98,2,"Hatchback","Kanpur"
2295,48,1546,"2025-06-22",28.01,805.01,4,"SUV","Delhi"
2296,44,1414,"2025-10-29",16.78,495.5,2,"SUV","Delhi"
2297,95,1105,"2025-04-25",22.13,591.43,5,"Sedan","Noida"
2298,7,1975,"2025-11-27",29.0,595.62,4,"Hatchback","Agra"
2299,5,1625,"2025-06-14",38.08,890.32,4,"Hatchback","Delhi"
2300,161,1639,"2025-03-03",10.52,188.44,5,"Sedan","Kanpur"
2301,43,1049,"2025-04-12",36.73,880.97,5,"Hatchback","Noida"
2302,23,1859,"2025-07-06",10.97,295.11,2,"Mini","Delhi"
2303,28,1335,"2025-06-17",5.35,103.82,2,"Sedan","Lucknow"
2304,55,1838,"2025-08-03",29.7,608.6,4,"Sedan","Lucknow"
2305,82,1047,"2025-01-09",32.35,702.32,5,"Hatchback","Lucknow"
2306,28,1291,"2025-02-14",28.49,702.27,1,"Hatchback","Lucknow"
2307,32,1713,"2025-10-30",19.35,468.96,5,"Mini","Noida"
2308,34,1776,"2025-09-02",4.29,111.49,1,"Hatchback","Delhi"
2309,135,1572,"2025-06-28",6.93,191.76,4,"SUV","Lucknow"
2310,199,1439,"2025-08-02",37.54,876.98,1,"Hatchback","Noida"
2311,116,1552,"2025-08-15",21.24,571.03,3,"Hatchback","Lucknow"
2312,131,1346,"2025-12-09",7.25,185.54,3,"Hatchback","Prayagraj"
2313,82,1807,"2025-12-31",24.36,717.84,5,"Hatchback","Lucknow"
2314,158,1933,"2025-03-02",21.08,412.5,1,"Mini","Delhi"
2315,2,1904,"2025-01-21",2.97,86.1,1,"SUV","Delhi"
2316,166,1900,"2025-04-29",16.16,298.05,1,"SUV","Lucknow"
2317,30,1819,"2025-06-16",26.42,723.57,3,"Sedan","Lucknow"
2318,9,1535,"2025-04-15",2.21,44.42,4,"SUV","Prayagraj"
2319,134,1538,"2025-11-12",5.81,113.58,4,"Mini","Noida"
2320,37,1512,"2025-12-20",25.56,658.2,2,"Mini","Agra"
2321,185,1973,"2025-05-30",36.16,970.26,4,"SUV","Prayagraj"
2322,132,1757,"2025-12-27",2.24,45.91,2,"Hatchback","Delhi"
2323,135,1224,"2025-03-30",9.95,292.33,5,"Sedan","Prayagraj"
2324,33,1205,"2025-11-07",7.08,195.02,2,"Sedan","Prayagraj"
2325,97,1757,"2025-01-05",13.59,222.73,1,"SUV","Agra"
2326,184,1567,"2025-08-26",11.97,208.31,3,"Sedan","Noida"
2327,133,1724,"2025-02-14",8.27,182.56,4,"SUV","Lucknow"
2328,83,1267,"2025-07-05",36.19,803.46,5,"Hatchback","Agra"
2329,147,1965,"2025-01-17",7.16,124.02,3,"SUV","Noida"
2330,172,1760,"2025-08-21",5.43,147.97,4,"SUV","Prayagraj"
2331,47,1736,"2025-08-14",5.89,93.04,1,"Mini","Lucknow"
2332,51,1454,"2025-04-22",4.41,111.63,5,"SUV","Kanpur"
2333,148,1979,"2025-10-18",14.38,252.92,5,"SUV","Prayagraj"
2334,26,1751,"2025-08-07",17.65,310.07,3,"Sedan","Prayagraj"
2335,37,1243,"2025-03-27",13.52,314.98,3,"Hatchback","Prayagraj"
2336,139,1209,"2025-06-13",38.64,1037.11,5,"Hatchback","Delhi"
2337,166,1475,"2025-09-10",17.88,399.38,2,"SUV","Agra"
2338,147,1341,"2025-05-14",13.01,378.96,3,"Mini","Noida"
2339,115,1619,"2025-10-26",29.19,488.85,4,"Sedan","Lucknow"
2340,42,1057,"2025-06-19",23.7,511.97,2,"Mini","Noida"
2341,55,1503,"2025-12-29",36.61,943.86,3,"SUV","Noida"
2342,133,1249,"2025-03-08",38.15,1113.49,2,"Sedan","Prayagraj"
2343,94,1407,"2025-01-28",30.6,504.24,5,"SUV","Lucknow"
2344,195,1568,"2025-09-08",3.43,53.74,5,"Mini","Noida"
2345,113,1358,"2025-12-17",21.13,590.68,2,"Hatchback","Prayagraj"
2346,164,1548,"2025-07-21",21.54,382.76,1,"Sedan","Lucknow"
2347,61,1945,"2025-07-18",2.66,78.92,1,"Hatchback","Kanpur"
2348,42,1977,"2025-04-18",19.49,393.76,5,"Sedan","Kanpur"
2349,43,1798,"2025-10-28",31.6,778.74,3,"Sedan","Kanpur"
2350,168,1889,"2025-09-19",13.51,299.51,2,"Sedan","Noida"
2351,148,1426,"2025-08-29",33.28,954.3,1,"SUV","Prayagraj"
2352,30,1149,"2025-07-23",24.55,402.47,1,"SUV","Prayagraj"
2353,31,1888,"2025-12-18",7.77,140.7,4,"Mini","Agra"
2354,30,1621,"2025-12-11",30.6,523.09,1,"Sedan","Kanpur"
2355,47,1043,"2025-03-03",16.54,274.03,5,"Sedan","Agra"
2356,191,1948,"2025-09-28",7.17,144.43,4,"SUV","Lucknow"
2357,55,1038,"2025-05-31",37.17,973.91,5,"SUV","Agra"
2358,4,1677,"2025-04-02",16.45,298.17,4,"Hatchback","Noida"
2359,73,1181,"2025-02-21",5.94,157.2,1,"Hatchback","Kanpur"
2360,161,1538,"2025-03-13",32.01,808.11,3,"Sedan","Noida"
2361,39,1611,"2025-05-27",27.27,810.73,4,"SUV","Kanpur"
2362,180,1868,"2025-07-07",33.92,809.7,3,"Mini","Kanpur"
2363,1,1825,"2025-04-20",32.8,854.1,5,"Hatchback","Lucknow"
2364,5,1795,"2025-02-19",31.61,750.8,2,"Mini","Kanpur"
2365,92,1563,"2025-06-17",7.39,132.0,5,"Hatchback","Agra"
2366,55,1867,"2025-01-14",13.66,394.23,3,"Sedan","Prayagraj"
2367,124,1953,"2025-01-28",31.58,485.85,4,"Sedan","Delhi"
2368,143,1507,"2025-05-23",25.34,562.29,1,"SUV","Noida"
2369,185,1988,"2025-02-13",25.54,552.86,4,"Mini","Noida"
2370,33,1881,"2025-05-25",2.85,52.51,5,"Sedan","Delhi"
2371,41,1848,"2025-12-17",14.14,414.21,1,"SUV","Prayagraj"
2372,64,1061,"2025-03-05",28.99,558.98,1,"Hatchback","Agra"
2373,197,1656,"2025-08-20",38.35,899.94,3,"Mini","Delhi"
2374,152,1694,"2025-06-28",25.67,527.86,3,"Hatchback","Agra"
2375,65,1492,"2025-02-24",34.05,993.8,2,"Hatchback","Agra"
2376,143,1061,"2025-03-02",18.5,308.18,5,"Sedan","Kanpur"
2377,189,1812,"2025-07-31",9.87,267.39,5,"SUV","Kanpur"
2378,24,1501,"2025-03-24",19.07,365.05,4,"Sedan","Noida"
2379,187,1687,"2025-07-07",2.5,41.15,4,"Sedan","Lucknow"
2380,28,1998,"2025-06-25",24.52,687.21,1,"Mini","Kanpur"
2381,116,1105,"2025-05-07",9.43,147.45,1,"Mini","Prayagraj"
2382,13,1833,"2025-05-28",10.71,173.46,3,"Hatchback","Agra"
2383,45,1117,"2025-12-27",13.41,362.28,2,"Sedan","Kanpur"
2384,137,1881,"2025-09-28",23.47,416.03,3,"Mini","Agra"
2385,128,1031,"2025-04-15",28.73,687.87,1,"Sedan","Delhi"
2386,199,1206,"2025-11-07",9.56,239.63,4,"SUV","Agra"
2387,101,1448,"2025-03-18",37.03,1021.1,1,"Hatchback","Noida"
2388,36,1717,"2025-09-01",4.43,82.43,1,"Sedan","Kanpur"
2389,109,1103,"2025-06-09",39.23,825.59,3,"Sedan","Kanpur"
2390,151,1498,"2025-12-08",32.21,507.59,4,"Sedan","Delhi"
2391,68,1600,"2025-05-01",3.42,89.72,5,"Sedan","Prayagraj"
2392,182,1647,"2025-12-23",23.39,596.42,3,"Sedan","Delhi"
2393,17,1325,"2025-03-30",11.47,343.67,1,"Hatchback","Noida"
2394,151,1305,"2025-11-28",25.14,391.39,5,"Mini","Agra"
2395,127,1655,"2025-04-25",31.77,728.73,1,"SUV","Agra"
2396,107,1392,"2025-11-05",24.43,617.53,5,"Hatchback","Kanpur"
2397,26,1153,"2025-04-21",17.61,365.06,4,"Hatchback","Kanpur"
2398,64,1239,"2025-03-31",20.43,481.44,3,"Mini","Lucknow"
2399,132,1686,"2025-10-30",10.02,253.84,5,"Hatchback","Noida"
2400,157,1457,"2025-01-08",23.6,394.33,1,"Hatchback","Lucknow"
2401,170,1143,"2025-01-14",35.57,986.07,2,"Mini","Kanpur"
2402,139,1865,"2025-03-29",21.59,589.35,1,"Sedan","Agra"
2403,171,1676,"2025-01-15",4.09,71.07,3,"Sedan","Noida"
2404,61,1379,"2025-12-17",37.86,1021.76,5,"Mini","Lucknow"
2405,114,1986,"2025-01-12",36.1,586.72,5,"Hatchback","Prayagraj"
2406,19,1994,"2025-10-07",21.31,580.27,4,"Hatchback","Delhi"
2407,31,1463,"2025-07-02",22.33,388.78,5,"SUV","Noida"
2408,96,1449,"2025-01-06",39.35,1164.28,5,"SUV","Kanpur"
2409,12,1429,"2025-08-31",32.85,620.62,3,"Mini","Prayagraj"
2410,49,1390,"2025-10-16",5.56,153.67,1,"Hatchback","Noida"
2411,172,1087,"2025-03-22",17.32,458.45,5,"Mini","Prayagraj"
2412,43,1615,"2025-12-10",33.05,629.81,4,"SUV","Agra"
2413,172,1953,"2025-09-02",29.6,618.09,1,"Hatchback","Kanpur"
2414,31,1265,"2025-02-15",24.38,449.57,5,"Mini","Kanpur"
2415,142,1658,"2025-05-08",15.48,242.42,2,"Mini","Delhi"
2416,142,1572,"2025-04-25",27.62,749.25,3,"Mini","Delhi"
2417,149,1818,"2025-12-04",6.07,175.82,4,"SUV","Delhi"
2418,108,1719,"2025-11-24",26.32,744.11,3,"Mini","Agra"
2419,157,1440,"2025-01-14",22.78,587.85,3,"Mini","Noida"
2420,3,1157,"2025-10-15",13.87,221.52,3,"Sedan","Agra"
2421,92,1594,"2025-05-05",7.41,220.21,4,"Hatchback","Noida"
2422,147,1984,"2025-04-24",22.78,341.82,3,"Mini","Noida"
2423,11,1902,"2025-08-12",28.47,524.4,2,"Hatchback","Agra"
2424,193,1540,"2025-08-16",20.22,603.75,5,"Sedan","Agra"
2425,23,1308,"2025-02-07",2.84,78.09,2,"Sedan","Noida"
2426,64,1367,"2025-12-05",36.05,1078.38,5,"SUV","Lucknow"
2427,55,1487,"2025-07-28",29.16,484.62,1,"Hatchback","Lucknow"
2428,66,1329,"2025-10-12",39.28,615.0,5,"Sedan","Agra"
2429,6,1932,"2025-03-26",14.63,401.61,3,"Hatchback","Delhi"
2430,158,1100,"2025-08-08",20.83,394.37,3,"Sedan","Lucknow"
2431,146,1427,"2025-07-25",28.49,544.27,1,"Mini","Prayagraj"
2432,192,1067,"2025-09-22",20.4,584.94,2,"Hatchback","Noida"
2433,162,1043,"2025-10-07",22.45,590.33,5,"Sedan","Agra"
2434,25,1279,"2025-02-10",19.55,454.88,4,"Hatchback","Agra"
2435,58,1860,"2025-06-17",21.64,647.67,5,"SUV","Agra"
2436,140,1433,"2025-11-12",25.81,753.85,5,"SUV","Prayagraj"
2437,159,1563,"2025-08-14",39.06,817.82,3,"Mini","Noida"
2438,24,1336,"2025-06-24",13.87,393.74,5,"Hatchback","Delhi"
2439,32,1629,"2025-03-11",32.54,512.16,5,"SUV","Kanpur"
2440,93,1253,"2025-12-23",34.1,911.01,4,"Sedan","Delhi"
2441,109,1700,"2025-02-01",6.31,139.56,2,"Mini","Lucknow"
2442,182,1664,"2025-03-06",18.01,337.3,1,"Hatchback","Delhi"
2443,125,1008,"2025-01-26",16.15,255.77,1,"Hatchback","Lucknow"
2444,65,1184,"2025-01-25",13.35,394.75,3,"Mini","Agra"
2445,190,1883,"2025-10-13",27.93,533.73,5,"Mini","Agra"
2446,112,1269,"2025-03-24",20.91,329.33,1,"Hatchback","Delhi"
2447,194,1454,"2025-06-24",18.1,370.38,5,"Sedan","Noida"
2448,197,1327,"2025-04-24",19.12,560.12,2,"Sedan","Agra"
2449,95,1265,"2025-07-27",6.97,194.15,4,"SUV","Prayagraj"
2450,180,1297,"2025-01-28",9.0,191.53,1,"Mini","Prayagraj"
2451,59,1948,"2025-01-28",14.69,354.38,1,"Mini","Lucknow"
2452,39,1302,"2025-04-03",34.51,578.95,4,"Mini","Agra"
2453,103,1138,"2025-06-11",28.37,627.24,5,"Sedan","Agra"
2454,72,1727,"2025-02-21",3.05,49.37,1,"Hatchback","Noida"
2455,133,1655,"2025-07-18",32.98,618.97,1,"Sedan","Noida"
2456,133,1406,"2025-09-04",2.57,56.85,4,"SUV","Lucknow"
2457,153,1904,"2025-07-03",35.24,619.99,4,"Sedan","Delhi"
2458,105,1812,"2025-05-15",18.95,566.86,2,"Mini","Kanpur"
2459,43,1055,"2025-04-15",7.6,126.64,5,"Hatchback","Lucknow"
2460,88,1234,"2025-08-09",29.95,846.61,3,"Mini","Noida"
2461,163,1173,"2025-07-08",3.83,89.28,3,"SUV","Delhi"
2462,178,1770,"2025-04-30",6.86,172.02,5,"Hatchback","Delhi"
2463,69,1049,"2025-01-17",15.76,414.27,4,"Hatchback","Delhi"
2464,120,1347,"2025-03-16",26.81,516.85,2,"Sedan","Kanpur"
2465,183,1459,"2025-05-27",7.32,131.05,5,"Mini","Prayagraj"
2466,22,1462,"2025-08-13",37.72,980.78,4,"SUV","Lucknow"
2467,174,1761,"2025-03-27",27.25,672.42,4,"SUV","Kanpur"
2468,138,1389,"2025-12-17",9.28,255.1,2,"Sedan","Agra"
2469,139,1063,"2025-02-04",15.44,234.52,5,"Mini","Lucknow"
2470,183,1651,"2025-04-10",33.41,628.91,1,"Mini","Noida"
2471,84,1737,"2025-10-07",39.78,1180.79,5,"SUV","Delhi"
2472,59,1903,"2025-06-06",25.72,474.32,1,"Sedan","Prayagraj"
2473,132,1071,"2025-07-22",31.94,833.78,4,"Mini","Noida"
2474,109,1354,"2025-03-30",12.89,368.33,3,"Hatchback","Delhi"
2475,67,1269,"2025-08-07",36.84,1080.62,1,"SUV","Noida"
2476,122,1618,"2025-11-14",35.4,896.56,2,"Mini","Prayagraj"
2477,165,1703,"2025-11-30",31.8,528.11,3,"SUV","Prayagraj"
2478,117,1984,"2025-09-15",24.64,423.96,5,"Hatchback","Noida"
2479,146,1594,"2025-08-06",29.94,810.13,5,"SUV","Prayagraj"
2480,81,1493,"2025-10-24",24.76,485.08,2,"Mini","Kanpur"
2481,36,1260,"2025-07-12",12.42,270.03,2,"Sedan","Kanpur"
2482,139,1766,"2025-07-15",34.75,1035.46,3,"SUV","Delhi"
2483,143,1665,"2025-04-26",7.02,126.75,5,"Mini","Lucknow"
2484,27,1155,"2025-02-27",21.82,405.28,5,"Mini","Kanpur"
2485,146,1216,"2025-03-30",16.89,460.31,5,"Sedan","Prayagraj"
2486,43,1150,"2025-03-04",23.97,691.82,1,"Sedan","Kanpur"
2487,1,1017,"2025-02-02",9.03,159.25,5,"Mini","Agra"
2488,8,1521,"2025-11-20",18.49,309.14,5,"Mini","Prayagraj"
2489,22,1838,"2025-06-01",16.68,253.0,2,"Hatchback","Agra"
2490,186,1241,"2025-10-11",32.28,624.02,3,"Hatchback","Prayagraj"
2491,151,1523,"2025-01-25",11.27,328.53,4,"Hatchback","Agra"
2492,141,1657,"2025-03-12",31.76,841.53,2,"Hatchback","Delhi"
2493,81,1853,"2025-12-13",17.53,521.28,1,"Sedan","Kanpur"
2494,5,1469,"2025-07-26",9.55,254.0,2,"Sedan","Delhi"
2495,85,1976,"2025-10-29",33.06,634.23,4,"Mini","Kanpur"
2496,12,1447,"2025-08-10",14.59,416.46,4,"Mini","Delhi"
2497,166,1403,"2025-07-09",5.5,83.58,3,"Sedan","Prayagraj"
2498,58,1289,"2025-01-01",5.43,149.93,4,"Hatchback","Kanpur"
2499,152,1276,"2025-11-13",17.16,467.94,4,"Sedan","Noida"
2500,144,1779,"2025-04-10",25.38,520.53,4,"Mini","Noida"
2501,97,1548,"2025-10-18",9.69,225.87,5,"Mini","Lucknow"
2502,4,1541,"2025-04-30",16.76,366.82,5,"Mini","Noida"
2503,145,1122,"2025-08-30",23.11,657.84,5,"Mini","Noida"
2504,152,1440,"2025-04-03",4.76,73.59,3,"Mini","Kanpur"
2505,6,1710,"2025-11-01",23.64,672.6,2,"SUV","Kanpur"
2506,180,1783,"2025-07-03",37.84,642.92,4,"SUV","Agra"
2507,142,1876,"2025-01-03",2.56,75.95,5,"Hatchback","Lucknow"
2508,93,1344,"2025-09-19",37.75,1010.17,3,"Sedan","Agra"
2509,24,1688,"2025-03-12",20.49,396.72,4,"Hatchback","Agra"
2510,25,1555,"2025-12-11",24.88,665.81,5,"SUV","Delhi"
2511,104,1963,"2025-03-12",5.49,141.05,4,"Hatchback","Lucknow"
2512,123,1343,"2025-09-20",8.18,196.71,5,"Sedan","Agra"
2513,68,1739,"2025-07-07",4.03,103.2,3,"SUV","Kanpur"
2514,76,1382,"2025-09-06",33.29,672.43,1,"Hatchback","Agra"
2515,148,1145,"2025-03-06",31.62,534.26,3,"Mini","Kanpur"
2516,188,1051,"2025-02-02",28.99,442.7,4,"SUV","Prayagraj"
2517,14,1471,"2025-03-29",36.14,764.37,2,"SUV","Delhi"
2518,46,1516,"2025-03-25",34.21,754.33,5,"Hatchback","Prayagraj"
2519,15,1092,"2025-09-06",35.65,684.48,5,"SUV","Lucknow"
2520,62,1093,"2025-03-11",28.18,725.81,4,"Sedan","Agra"
2521,198,1383,"2025-01-04",37.78,873.99,4,"Sedan","Kanpur"
2522,165,1715,"2025-01-31",31.88,929.13,1,"Sedan","Noida"
2523,46,1865,"2025-08-26",16.13,242.2,1,"Sedan","Delhi"
2524,12,1762,"2025-07-05",9.07,147.05,2,"Mini","Kanpur"
2525,12,1034,"2025-08-25",33.19,565.64,1,"Mini","Noida"
2526,124,1263,"2025-12-25",13.93,212.02,1,"Hatchback","Noida"
2527,59,1831,"2025-11-27",29.03,739.88,2,"Mini","Agra"
2528,106,1353,"2025-03-09",24.54,579.05,5,"Hatchback","Delhi"
2529,106,1857,"2025-02-15",38.35,1015.89,5,"SUV","Agra"
2530,138,1085,"2025-04-20",9.68,190.34,1,"Sedan","Delhi"
2531,199,1575,"2025-12-06",14.63,253.19,5,"Mini","Lucknow"
2532,76,1219,"2025-07-04",28.01,449.02,4,"Hatchback","Noida"
2533,87,1893,"2025-03-19",31.03,848.91,4,"Sedan","Agra"
2534,112,1040,"2025-08-08",34.76,1031.86,4,"SUV","Noida"
2535,65,1913,"2025-06-03",22.82,681.08,5,"SUV","Noida"
2536,59,1392,"2025-11-19",13.54,239.02,3,"Mini","Lucknow"
2537,14,1457,"2025-08-16",22.53,449.76,3,"Sedan","Agra"
2538,91,1082,"2025-07-06",15.68,380.99,4,"SUV","Lucknow"
2539,3,1609,"2025-01-18",23.45,608.24,5,"Hatchback","Delhi"
2540,180,1317,"2025-01-15",6.07,135.97,5,"Sedan","Lucknow"
2541,26,1474,"2025-09-17",5.79,94.09,4,"Sedan","Noida"
2542,85,1825,"2025-06-01",39.48,603.51,4,"Mini","Kanpur"
2543,163,1025,"2025-07-27",28.1,496.17,5,"Hatchback","Lucknow"
2544,69,1716,"2025-02-12",13.97,402.32,2,"Sedan","Kanpur"
2545,81,1804,"2025-10-17",27.34,484.84,3,"Sedan","Kanpur"
2546,180,1942,"2025-01-26",8.0,170.12,1,"Hatchback","Kanpur"
2547,47,1929,"2025-06-27",14.82,414.11,5,"Hatchback","Agra"
2548,9,1449,"2025-05-25",26.08,632.82,1,"Mini","Kanpur"
2549,34,1475,"2025-11-01",31.07,794.24,5,"Sedan","Delhi"
2550,94,1660,"2025-01-15",28.92,689.69,2,"Sedan","Kanpur"
2551,174,1637,"2025-04-21",2.37,49.51,3,"Sedan","Lucknow"
2552,1,1285,"2025-06-28",28.22,668.38,2,"Sedan","Lucknow"
2553,179,1996,"2025-05-26",18.28,413.08,1,"Sedan","Noida"
2554,25,1979,"2025-04-24",13.4,324.3,3,"SUV","Noida"
2555,63,1932,"2025-07-11",15.65,413.15,5,"Hatchback","Lucknow"
2556,9,1061,"2025-07-28",3.74,77.86,4,"Sedan","Prayagraj"
2557,141,1061,"2025-02-07",2.73,64.34,5,"Mini","Prayagraj"
2558,200,1713,"2025-05-04",18.69,354.02,4,"Hatchback","Prayagraj"
2559,56,1679,"2025-04-10",27.85,717.13,5,"Hatchback","Delhi"
2560,96,1883,"2025-04-26",24.08,709.1,1,"Sedan","Agra"
2561,41,1343,"2025-06-17",20.65,426.52,1,"SUV","Lucknow"
2562,19,1506,"2025-04-19",26.05,714.46,4,"Hatchback","Delhi"
2563,74,1109,"2025-08-24",6.94,144.82,5,"Hatchback","Lucknow"
2564,170,1970,"2025-10-21",24.12,588.92,2,"SUV","Lucknow"
2565,18,1016,"2025-01-17",13.69,381.13,5,"Sedan","Prayagraj"
2566,174,1048,"2025-07-02",36.01,767.96,2,"Sedan","Prayagraj"
2567,106,1523,"2025-05-10",31.04,717.5,2,"Sedan","Lucknow"
2568,99,1403,"2025-08-16",35.68,597.63,2,"SUV","Noida"
2569,174,1343,"2025-08-22",37.25,716.09,3,"Mini","Delhi"
2570,23,1176,"2025-10-31",34.57,964.87,5,"Mini","Delhi"
2571,62,1430,"2025-12-10",8.36,131.22,2,"Sedan","Prayagraj"
2572,134,1192,"2025-02-09",7.38,151.66,3,"Mini","Agra"
2573,33,1002,"2025-08-16",35.82,910.67,1,"Sedan","Delhi"
2574,193,1564,"2025-01-04",33.99,624.9,2,"SUV","Agra"
2575,166,1815,"2025-11-08",28.62,501.53,2,"Sedan","Delhi"
2576,32,1535,"2025-10-21",36.46,833.71,4,"Sedan","Prayagraj"
2577,28,1792,"2025-02-27",15.91,261.19,5,"Mini","Lucknow"
2578,141,1084,"2025-10-29",22.35,446.66,3,"Mini","Prayagraj"
2579,177,1097,"2025-07-15",38.97,682.45,5,"Sedan","Prayagraj"
